text,pIC50,mol,num_atoms,logP
CCn1cc(-c2cccc3nc(Nc4ccnc(CO)c4)nn23)cn1,6.94,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944ac0>,25,2.2436
CCN(CC)C(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,6.94,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944b30>,34,2.8147
CN1CCC(c2ccc(Nc3nc4c(NCc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,6.94,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944ba0>,38,4.2856
CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cc(Cl)ccc5OCC(F)F)cccn4n3)cc2CC1,6.94,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944c10>,39,4.926
Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NCCF,6.94,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944c80>,26,3.38202
CN1CCC(c2ccc(Nc3nc4c(Nc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,6.95,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944cf0>,37,4.4171
c1ccc(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c(OCC2CC2)c1,6.95,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944d60>,32,4.6169
NC(=O)c1cc(-c2cnoc2)nc2c1[nH]c1cc(C(=O)N3CCOCC3)ccc12,6.95,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944dd0>,29,1.9424
CN1CCN(c2cc(Nc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1,6.95,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944e40>,30,3.3593
N#CC1CC(NC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.95,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944eb0>,31,3.72978
[C-]#[N+]C1CCCCC1n1cc(C(N)=O)c(Nc2ccc(CC(=O)O)cc2)n1,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944f20>,27,2.75569
COc1ccc(Nc2nc3ncnc-3c(N3CCOCC3)[nH]2)cc1OC,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2944f90>,26,1.9019
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(Nc4nc(Cl)ns4)c3)c12,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945000>,27,4.0501
COC(=O)c1cccc2[nH]c3c(C(N)=O)cc(-c4cccc(OC)c4)cc3c12,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945070>,28,3.8822
N#CC1CC(C(=O)N2CC3(COC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a29450e0>,33,2.71878
COc1ccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)O)ccc4c3c2)cc1F,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945150>,28,3.9329
CC1(CO)CCCC1Nc1c(C(N)=O)cnn2cccc12,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a29451c0>,21,1.3962
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945230>,28,3.31808
CCNC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a29452a0>,25,3.43242
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)C(C#N)C1,6.96,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945310>,27,2.05468
N#CC1CC(OC(=O)Nc2ccccc2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945380>,34,4.34678
O=C(NC1CCC(O)CC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a29453f0>,32,3.3823
COC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945460>,29,2.3451
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc4)nc23)cc1,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a29454d0>,43,5.6777
[C-]#[N+]C1CC(N(C)C2COC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945540>,33,3.45649
NC(=O)c1cc(-c2cnc(N3CCOCC3)nc2)cc2c1[nH]c1cc(C(=O)N3CCOCC3)ccc12,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a29455b0>,36,2.186
CC(C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945620>,18,1.9735
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(C)c3)ncc2Cl)c1,6.97,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945690>,27,3.3437
O=C1Nc2cccc(c2)CNc2nc(ncc2Cl)Nc2cccc1c2,6.98,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945700>,25,4.0514
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1)C1CC1,6.98,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945770>,33,4.36588
NC1CCCCC1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,6.98,<rdkit.Chem.rdchem.Mol object at 0x7f59a29457e0>,29,3.2248
N#CC1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6.99,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945850>,29,3.52468
N#CC1CC(NC2CCOCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,6.99,<rdkit.Chem.rdchem.Mol object at 0x7f59a29458c0>,31,3.38098
Nc1ncc(C(=O)NCc2ccccc2)c2sc(-c3ccc(N4CCOCC4)cc3)cc12,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945930>,32,4.3121
O=c1[nH]ccc2nc(NC3CC3)c3ccc(F)cc3c12,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a29459a0>,20,2.7897
COC(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945a10>,28,2.51868
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)nc3)n2)C(C#N)C1,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945a80>,30,2.51698
CN1CCN(c2cccc(Nc3nc4c(OCc5cccc(Cl)c5)cccn4n3)c2)CC1,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945af0>,32,4.4571
NC(=O)c1cnc2[nH]ccc2c1NC1CCN(c2ccc(CO)cn2)CC1,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945b60>,27,1.63
N#Cc1cccc(C#N)c1-c1nc2c3ccccc3c3cc(Cl)ccc3c2[nH]1,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945bd0>,28,5.93306
CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945c40>,23,0.5034
CC1(O)CCC(Nc2c(C(N)=O)cnn3cccc23)C1(C)C,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945cb0>,22,1.7847
N#CC1CCCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945d20>,22,2.59038
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2cccc(F)c21,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945d90>,30,2.9695
CNc1nc(Nc2cnn(C(CC(N)=O)C3CCCCC3)c2)ncc1C(F)(F)F,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945e00>,29,3.474
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1)C1CC1,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945e70>,31,4.13958
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4n[nH]cc4c3)c12,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945ee0>,23,2.6779
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(N)CC2)CC1,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945f50>,28,1.6574
CN(Cc1ccccc1CNc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12)S(C)(=O)=O,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2945fc0>,39,3.951
CN1CCN(c2ccc(Nc3nc4c(NCC5CCN(C(=O)OC(C)(C)C)C5)cccn4n3)cc2)CC1,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946030>,37,3.8936
O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCCC1,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a29460a0>,18,2.321
CC(C)(C(=O)O)c1ccc(Nc2nn(C3CCC(N4CCC4)CC3C#N)cc2C(N)=O)cc1,7.01,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946110>,33,3.02688
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2cc(F)ccc21,7.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946180>,30,2.9695
CP(C)(=O)c1ccc(-c2cccn3nc(N(CCS(C)(=O)=O)c4cccc(C5CCN(CCS(C)(=O)=O)CC5)c4)nc23)cc1,7.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a29461f0>,44,4.051
COC1CCN(c2nccc(Nc3cc4nc(-c5cn[nH]c5)cc-4c[nH]3)n2)CC1,7.02,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946260>,29,3.0534
Cn1c(C(=O)NCCCN2CCOCC2)cc2c(-c3ccc(NC(=O)c4ccccc4)cc3)ncnc21,7.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29462d0>,37,3.3397
COC(=O)Cc1ccc(OC)c(-c2c[nH]c3ncnc(-c4ccccc4)c23)c1,7.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946340>,28,4.016
CC(C)NC(=O)OC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,7.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a29463b0>,31,3.23268
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,7.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946420>,25,4.28728
Cc1cccc(Nc2sc(-c3ccccc3Cl)cc2C(N)=O)n1,7.03,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946490>,23,4.61442
Clc1cnc2nc1NCc1cc(ccc1Br)OCCCc1cccc(c1)N2,7.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946500>,27,5.5732
CCOC(=O)c1c[nH]c2ncnc(-c3ccccc3)c12,7.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946570>,20,2.8016
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(c3)NCC4)c12,7.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29465e0>,23,2.7696
CCC(O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,7.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946650>,31,2.7172
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(CS(C)(=O)=O)C2)CC1,7.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29466c0>,32,1.9909
CCN1CCN(CC2CCN(S(=O)(=O)CC3CCC(N(C)c4[nH]cnc5nccc4-5)CC3)C2)C(=O)C1=O,7.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946730>,37,1.2469
CC(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,7.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a29467a0>,22,1.0903
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)(F)F)cc3)n2)C(C#N)C1,7.04,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946810>,31,3.41918
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(N(C)C)cc3)c12,7.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946880>,23,2.8676
COc1ccc(-c2cccn3nc(Nc4cnn(C(C)CO)c4)nc23)cc1,7.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a29468f0>,27,2.8983
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(CS(=O)(=O)CC3CC3)CC2)CC1,7.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946960>,35,2.7711
c1cc2c(ncc3nnc(C4CCCCC4)n32)[nH]1,7.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a29469d0>,18,2.6533
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946a40>,28,2.97008
COC(=O)c1cncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)c1,7.05,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946ab0>,27,2.16208
[C-]#[N+]C1CC(N2CCC2)CCC1n1cc(Nc2ccc(OC(F)F)nc2)c(C(N)=O)c1,7.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946b20>,31,3.41419
COc1ccc(-c2cccn3nc(Nc4cnn(C5CCOCC5)c4)nc23)cc1,7.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946b90>,29,3.6965
CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)N2CCC(O)(C(F)(F)F)CC2)C1,7.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946c00>,30,1.8433
O=c1[nH]c2cnc3[nH]ccc3c2n1CC1CCCCC1,7.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946c70>,20,2.7862
N#CC1CC(OC(=O)NC2CCCCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.06,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946ce0>,34,4.15698
CC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)C1,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946d50>,29,3.56408
NC(=O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5ncccn5)n4n3)cc2)CC1,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946dc0>,32,2.5946
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)C1CC1,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946e30>,30,4.00048
CS(=O)(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946ea0>,27,2.38398
Cc1ccc(CC2CCN(S(=O)(=O)CC3CCC(N(C)c4[nH]cnc5nccc4-5)CC3)CC2)nn1,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946f10>,35,3.28742
CC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946f80>,28,2.9662
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(CC(N)=O)CC2)CC1,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2946ff0>,31,1.8217
CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)c2ccc(F)c(Cl)c2)C1,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947060>,27,3.3907
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(OCCN4CCOCC4)cc3)nc12,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29470d0>,37,4.8783
NC(=O)c1cc(-c2ccc(Cl)c(Cl)c2)cc2c3c([nH]c12)CCC(C(=O)N1CCOCC1)C3,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947140>,32,4.2043
CC1(C)CCCCC1n1c(=O)[nH]c2cnc3[nH]ccc3c21,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a29471b0>,21,3.3472
NC(=O)c1cc(-c2ncnn3cccc23)cn1-c1cc(C(F)(F)F)ccc1Cl,7.07,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947220>,28,3.9581
CC1CC(C)N1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,7.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947290>,33,4.46048
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(F)cc21,7.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947300>,30,2.9695
CC(NC(=O)c1c[nH]c2ncc(-n3ncc4cc(Cl)ccc43)nc12)C(=O)N1CC(C#N)C1,7.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947370>,32,2.05048
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(OCCN4CCCC4)cc3)ncc2C1=O,7.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29473e0>,46,6.47722000000001
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1)C1CC1,7.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947450>,36,3.64058
NC(=O)c1cnc2[nH]ccc2c1NC1CCN(Cc2ccccc2)CC1,7.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29474c0>,26,2.7383
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,7.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947530>,29,3.45718
NC1CCCCC1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3[nH]ccc23)n1,7.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a29475a0>,29,3.2248
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)nc2)n1,7.08,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947610>,28,1.94768
Cn1c(C(=O)NCCCN2CCOCC2)cc2c(-c3ccc(NC(=O)c4ccc(C#N)cc4)cc3)ncnc21,7.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947680>,39,3.21138
CS(=O)(=O)c1ccc(Nc2nn(C3CCCC3C#N)cc2C(N)=O)cc1,7.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a29476f0>,26,1.99388
CN(C(=O)OC(C)(C)C)C1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947760>,35,3.1755
CS(=O)(=O)N1CCCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,7.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a29477d0>,23,0.8024
N#CC1CC(NCCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.09,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947840>,37,3.79448
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,7.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a29478b0>,34,5.63430000000001
CC(C)(C(=O)O)c1ccc(Nc2nn(C3CCC(N4CC5(CCC5)C4)CC3C#N)cc2C(N)=O)cc1,7.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947920>,36,3.80708
Cc1cccc(Nc2sc(-c3cccc(F)c3F)cc2C(N)=O)n1,7.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947990>,24,4.23922
N#CC1CCC(O)CC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.1,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947a00>,24,1.95128
Cn1c(C(=O)NCCN2CCCC2)cc2c(-c3ccc(NC(=O)c4ccccc4)cc3)ncnc21,7.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947a70>,35,3.7132
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(C)c(N)c3)c12,7.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947ae0>,22,2.69222
CC(Nc1cc(-c2cnn(C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,7.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947b50>,30,3.7841
CN(c1ncccc1CNc1cccn2nc(Nc3cccc(S(C)(=O)=O)c3)nc12)S(C)(=O)=O,7.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947bc0>,34,2.2793
CN1CCN(c2cccc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,7.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947c30>,37,2.6276
CCCS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,7.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947ca0>,25,1.2836
CC(C)(O)C1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.11,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947d10>,35,3.68048
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)cc2)n1,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947d80>,28,2.55268
COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)CC3)c2n1,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947df0>,33,2.6468
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947e60>,24,3.11958
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(F)nc2)n1,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947ed0>,24,2.51458
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(C#N)C2)CC1,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2947f40>,29,2.46988
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3cccc(C4CCN(CC(=O)N(C)C)CC4)c3)nc12,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948040>,40,5.43490000000001
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(C)(C)O,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a29480b0>,21,1.7245
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)nc2)n1,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948120>,31,3.07848
[C-]#[N+]C1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.12,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948190>,29,3.06779
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12,7.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948200>,36,5.64190000000001
COc1ncc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,7.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948270>,40,4.8299
COc1cnc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)cn1,7.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a29482e0>,30,3.4055
[C-]#[N+]C1=CCCC(OCC2CC2)C1,7.13,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948350>,13,2.76869
Nc1ncc(C(=O)Nc2ccccc2)c2sc(-c3ccc(N4CCOCC4)cc3)cc12,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a29483c0>,31,4.6344
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(OCC(F)(F)F)c3)c12,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948430>,26,3.7427
CC1CCCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a29484a0>,28,2.9662
Cc1ccc(Cl)cc1-n1cc(-c2cc(N)ncn2)cc1C(N)=O,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948510>,23,2.57722
CCC1(NC(=O)OCc2ccccc2)CCCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948580>,40,4.4053
N#CC1CC(O)(C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a29485f0>,28,3.38488
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948660>,27,3.17398
Cn1cc(-c2cncc(N=c3[nH]n(C4CCCCC4C#N)cc3C(N)=O)c2)cn1,7.14,<rdkit.Chem.rdchem.Mol object at 0x7f59a29486d0>,29,2.19788
COc1ccc(F)cc1-c1c[nH]c2ncnc(-c3ccccc3)c12,7.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948740>,24,4.4396
COCC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,7.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a29487b0>,30,2.5927
CN1CCN(c2ccc(Nc3nc4c(Nc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948820>,37,3.3597
NC(=O)c1cc(-c2cc(N)ncn2)cn1-c1cc(C(F)(F)F)ccc1Cl,7.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948890>,26,3.2876
CC(C)(O)C1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)C1,7.15,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948900>,32,3.31508
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,7.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948970>,28,2.19878
CC(C)C(C)n1cc(-c2ccn(C)n2)c2n[nH]c(N)c2c1=O,7.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a29489e0>,22,1.9243
CC(NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12)C1CC1,7.16,<rdkit.Chem.rdchem.Mol object at 0x7f59a2948a50>,24,3.2785
